"CoreID","TreeID","plot.id","Site","tree.number","species","canopy.class","live.dead","dbh","stems","total.cores","core.id","pith.present","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","plot","DBH..cm.","pith.offset","outer.present"
"NWB132B","NWB132","NWB","Niwot",10,"ABLA",NA,"LIVE",14.1,1,2,"B","Y",1915,1915,1915,2012,NA,NA,NA,"Y",NA,NA,NA,14.1,0,2012
"NWB133A","NWB133","NWB","Niwot",11,"ABLA",NA,"LIVE",12.5,1,2,"A","N",1911,1917,1917,2012,NA,NA,NA,"Y",NA,NA,NA,12.5,6,2012
"NWB133B","NWB133","NWB","Niwot",11,"ABLA",NA,"LIVE",12.5,1,2,"B","N",1911,1917,1917,2012,NA,NA,NA,"Y",NA,NA,NA,12.5,6,2012
"NWB134A","NWB134","NWB","Niwot",12,"ABLA",NA,"LIVE",6,1,2,"A","Y",1925,1925,1925,2012,NA,NA,NA,"Y",NA,NA,NA,6,0,2012
"NWB134B","NWB134","NWB","Niwot",12,"ABLA",NA,"LIVE",6,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,6,0,NA
"NWB141A","NWB141","NWB","Niwot",13,"PICO",NA,"LIVE",15.2,1,2,"A","N",1786,1794,1794,2012,NA,NA,NA,"Y",NA,NA,NA,15.2,8,2012
"NWB141B","NWB141","NWB","Niwot",13,"PICO",NA,"LIVE",15.2,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,15.2,8,NA
"NWB142A","NWB142","NWB","Niwot",14,"PICO",NA,"LIVE",30.4,1,2,"A","N",NA,1836,1836,2012,NA,NA,NA,"Y",NA,NA,NA,30.4,NA,2012
"NWB142B","NWB142","NWB","Niwot",14,"PICO",NA,"LIVE",30.4,1,2,"B","N",1840,1844,1844,2012,NA,NA,NA,"Y",NA,NA,NA,30.4,4,2012
"NWB143A","NWB143","NWB","Niwot",15,"ABLA",NA,"LIVE",14.3,1,2,"A","N",NA,1893,1893,2012,NA,NA,NA,"Y",NA,NA,NA,14.3,NA,2012
"NWB143B","NWB143","NWB","Niwot",15,"ABLA",NA,"LIVE",14.3,1,2,"B","Y",1891,1891,1891,2012,NA,NA,NA,"Y",NA,NA,NA,14.3,0,2012
"NWB144A","NWB144","NWB","Niwot",16,"ABLA",NA,"LIVE",8.3,1,2,"A","N",1926,1929,1929,2012,NA,NA,NA,"Y",NA,NA,NA,8.3,3,2012
"NWB144B","NWB144","NWB","Niwot",16,"ABLA",NA,"LIVE",8.3,1,2,"B","N",1926,1929,1929,2012,NA,NA,NA,"Y",NA,NA,NA,8.3,3,2012
"NWB151A","NWB151","NWB","Niwot",17,"ABLA",NA,"LIVE",19.4,1,2,"A","N",1914,1918,1918,2012,NA,NA,NA,"Y",NA,NA,NA,19.4,4,2012
"NWB151B","NWB151","NWB","Niwot",17,"ABLA",NA,"LIVE",19.4,1,2,"B","N",1914,1915,1915,2012,NA,NA,NA,"Y",NA,NA,NA,19.4,1,2012
"NWB152A","NWB152","NWB","Niwot",18,"ABLA",NA,"LIVE",12.4,1,2,"A","Y",1905,1905,1905,2012,NA,NA,NA,"Y",NA,NA,NA,12.4,0,2012
"NWB152B","NWB152","NWB","Niwot",18,"ABLA",NA,"LIVE",12.4,1,2,"B","Y",1905,1905,1905,2012,NA,NA,NA,"Y",NA,NA,NA,12.4,0,2012
"NWB153A","NWB153","NWB","Niwot",19,"PIEN",NA,"LIVE",26,1,2,"A","N",NA,1851,1851,2012,NA,NA,NA,"Y",NA,NA,NA,26,NA,2012
"NWB153B","NWB153","NWB","Niwot",19,"PIEN",NA,"LIVE",26,1,2,"B","N",1799,1803,1803,2012,NA,NA,NA,"Y",NA,NA,NA,26,4,2012
"NWB154A","NWB154","NWB","Niwot",20,"ABLA",NA,"LIVE",14.2,1,2,"A","N",1915,1916,1916,2012,NA,NA,NA,"Y",NA,NA,NA,14.2,1,2012
"NWB154B","NWB154","NWB","Niwot",20,"ABLA",NA,"LIVE",14.2,1,2,"B","Y",1911,1911,1911,2012,NA,NA,NA,"Y",NA,NA,NA,14.2,0,2012
"NWB161A","NWB161","NWB","Niwot",21,"PICO",NA,"LIVE",28.2,1,2,"A","N",1763,1771,1771,2012,NA,NA,NA,"Y",NA,NA,NA,28.2,8,2012
"NWB161B","NWB161","NWB","Niwot",21,"PICO",NA,"LIVE",28.2,1,2,"B","N",1748,1778,1778,2012,NA,NA,NA,"Y",NA,NA,NA,28.2,30,2012
"NWB162A","NWB162","NWB","Niwot",22,"PIEN",NA,"LIVE",20.1,1,2,"A","N",1831,1843,1843,2012,NA,NA,NA,"Y",NA,NA,NA,20.1,12,2012
"NWB162B","NWB162","NWB","Niwot",22,"PIEN",NA,"LIVE",20.1,1,2,"B","N",1833,1853,1853,2012,NA,NA,NA,"Y",NA,NA,NA,20.1,20,2012
"NWB163A","NWB163","NWB","Niwot",23,"PIEN",NA,"LIVE",9,1,2,"A","Y",1922,1922,1922,2012,NA,NA,NA,"Y",NA,NA,NA,9,0,2012
"NWB163B","NWB163","NWB","Niwot",23,"PIEN",NA,"LIVE",9,1,2,"B","Y",1922,1922,1922,2012,NA,NA,NA,"Y",NA,NA,NA,9,0,2012
"NWB164A","NWB164","NWB","Niwot",24,"ABLA",NA,"LIVE",9.1,1,2,"A","N",1877,1887,1887,2012,NA,NA,NA,"Y",NA,NA,NA,9.1,10,2012
"NWB164B","NWB164","NWB","Niwot",24,"ABLA",NA,"LIVE",9.1,1,2,"B","N",1877,1887,1887,2012,NA,NA,NA,"Y",NA,NA,NA,9.1,10,2012
"NWB211A","NWB211","NWB","Niwot",25,"PICO",NA,"LIVE",13.8,1,2,"A","Y",1931,1931,1931,2012,NA,NA,NA,"Y",NA,NA,NA,13.8,0,2012
"NWB211B","NWB211","NWB","Niwot",25,"PICO",NA,"LIVE",13.8,1,2,"B","Y",1931,1931,1931,2012,NA,NA,NA,"Y",NA,NA,NA,13.8,0,2012
"NWB212A","NWB212","NWB","Niwot",26,"PICO",NA,"LIVE",22.7,1,2,"A","N",1779,1780,1780,2012,NA,NA,NA,"Y",NA,NA,NA,22.7,1,2012
"NWB212B","NWB212","NWB","Niwot",26,"PICO",NA,"LIVE",22.7,1,2,"B","N",1776,1778,1778,2012,NA,NA,NA,"Y",NA,NA,NA,22.7,2,2012
"NWB213A","NWB213","NWB","Niwot",27,"PICO",NA,"LIVE",14.5,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.5,4,NA
"NWB213B","NWB213","NWB","Niwot",27,"PICO",NA,"LIVE",14.5,1,2,"B","N",1928,1932,1932,2012,NA,NA,NA,"Y",NA,NA,NA,14.5,4,2012
"NWB214A","NWB214","NWB","Niwot",28,"ABLA",NA,"LIVE",8,1,2,"A","Y",1933,1933,1933,2012,NA,NA,NA,"Y",NA,NA,NA,8,0,2012
"NWB214B","NWB214","NWB","Niwot",28,"ABLA",NA,"LIVE",8,1,2,"B","Y",1933,1933,1933,2012,NA,NA,NA,"Y",NA,NA,NA,8,0,2012
"NWB221A","NWB221","NWB","Niwot",29,"PIEN",NA,"LIVE",22.9,1,2,"A","N",1799,1813,1813,2012,NA,NA,NA,"Y",NA,NA,NA,22.9,14,2012
"NWB221B","NWB221","NWB","Niwot",29,"PIEN",NA,"LIVE",22.9,1,2,"B","N",NA,1829,1829,2012,NA,NA,NA,"Y",NA,NA,NA,22.9,NA,2012
"NWB222A","NWB222","NWB","Niwot",30,"ABLA",NA,"LIVE",7.1,1,2,"A","N",1935,1936,1936,2012,NA,NA,NA,"Y",NA,NA,NA,7.1,1,2012
"NWB222B","NWB222","NWB","Niwot",30,"ABLA",NA,"LIVE",7.1,1,2,"B","N",1935,1936,1936,2012,NA,NA,NA,"Y",NA,NA,NA,7.1,1,2012
"NWB223A","NWB223","NWB","Niwot",31,"ABLA",NA,"LIVE",13,1,2,"A","N",1808,1813,1813,2012,NA,NA,NA,"Y",NA,NA,NA,13,5,2012
"NWB223B","NWB223","NWB","Niwot",31,"ABLA",NA,"LIVE",13,1,2,"B","N",1911,1916,1916,2012,NA,NA,NA,"Y",NA,NA,NA,13,5,2012
"NWB224A","NWB224","NWB","Niwot",32,"ABLA",NA,"DEAD",7.7,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,7.7,0,NA
"NWB224B","NWB224","NWB","Niwot",32,"ABLA",NA,"DEAD",7.7,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,7.7,0,NA
"NWB231A","NWB231","NWB","Niwot",33,"PIEN",NA,"LIVE",17.4,1,2,"A","Y",1844,1844,1844,2012,NA,NA,NA,"Y",NA,NA,NA,17.4,0,2012
"NWB231B","NWB231","NWB","Niwot",33,"PIEN",NA,"LIVE",17.4,1,2,"B","Y",1843,1843,1843,2012,NA,NA,NA,"Y",NA,NA,NA,17.4,0,2012
"NWB232A","NWB232","NWB","Niwot",34,"ABLA",NA,"LIVE",15.1,1,2,"A","Y",1889,1889,1889,2012,NA,NA,NA,"Y",NA,NA,NA,15.1,0,2012
"NWB232B","NWB232","NWB","Niwot",34,"ABLA",NA,"LIVE",15.1,1,2,"B","Y",1889,1889,1889,2012,NA,NA,NA,"Y",NA,NA,NA,15.1,0,2012
"NWB233A","NWB233","NWB","Niwot",35,"PICO",NA,"LIVE",25,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,25,0,NA
"NWB233B","NWB233","NWB","Niwot",35,"PICO",NA,"LIVE",25,1,2,"B","N",1900,1908,1908,2012,NA,NA,NA,"Y",NA,NA,NA,25,8,2012
"NWB234A","NWB234","NWB","Niwot",36,"PIEN",NA,"LIVE",31.3,1,2,"A","N",1797,1819,1819,2012,NA,NA,NA,"Y",NA,NA,NA,31.3,22,2012
"NWB234B","NWB234","NWB","Niwot",36,"PIEN",NA,"LIVE",31.3,1,2,"B","N",1804,1808,1808,2012,NA,NA,NA,"Y",NA,NA,NA,31.3,4,2012
"NWB241A","NWB241","NWB","Niwot",37,"ABLA",NA,"DEAD",17.5,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,17.5,2,NA
"NWB241B","NWB241","NWB","Niwot",37,"ABLA",NA,"DEAD",17.5,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,17.5,2,NA
"NWB242A","NWB242","NWB","Niwot",38,"ABLA",NA,"DEAD",19,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,19,NA,NA
"NWB242B","NWB242","NWB","Niwot",38,"ABLA",NA,"DEAD",19,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,19,NA,NA
"NWB243A","NWB243","NWB","Niwot",39,"PICO",NA,"LIVE",9.6,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,9.6,NA,NA
"NWB243B","NWB243","NWB","Niwot",39,"PICO",NA,"LIVE",9.6,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,9.6,NA,NA
"NWB244A","NWB244","NWB","Niwot",40,"ABLA",NA,"LIVE",14.4,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.4,NA,NA
"NWB244B","NWB244","NWB","Niwot",40,"ABLA",NA,"LIVE",14.4,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.4,NA,NA
"NWB251A","NWB251","NWB","Niwot",41,"PICO",NA,"LIVE",19.2,1,2,"A","N",1763,1766,1766,2012,NA,NA,NA,"Y",NA,NA,NA,19.2,3,2012
"NWB251B","NWB251","NWB","Niwot",41,"PICO",NA,"LIVE",19.2,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,19.2,3,NA
"NWB252A","NWB252","NWB","Niwot",42,"PIEN",NA,"LIVE",16.2,1,2,"A","N",1922,1924,1924,2012,NA,NA,NA,"Y",NA,NA,NA,16.2,2,2012
"NWB252B","NWB252","NWB","Niwot",42,"PIEN",NA,"LIVE",16.2,1,2,"B","N",1922,1924,1924,2012,NA,NA,NA,"Y",NA,NA,NA,16.2,2,2012
"NWB253A","NWB253","NWB","Niwot",43,"ABLA",NA,"LIVE",14.7,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.7,NA,NA
"NWB253B","NWB253","NWB","Niwot",43,"ABLA",NA,"LIVE",14.7,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.7,NA,NA
"NWB254A","NWB254","NWB","Niwot",44,"ABLA",NA,"LIVE",9.5,1,2,"A","N",1921,1923,1923,2012,NA,NA,NA,"Y",NA,NA,NA,9.5,2,2012
"NWB254B","NWB254","NWB","Niwot",44,"ABLA",NA,"LIVE",9.5,1,2,"B","N",1921,1923,1923,2012,NA,NA,NA,"Y",NA,NA,NA,9.5,2,2012
"NWB261A","NWB261","NWB","Niwot",45,"ABLA",NA,"LIVE",13.4,1,2,"A","Y",1796,1796,1796,2012,NA,NA,NA,"Y",NA,NA,NA,13.4,0,2012
"NWB261B","NWB261","NWB","Niwot",45,"ABLA",NA,"LIVE",13.4,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,13.4,0,NA
"NWB262A","NWB262","NWB","Niwot",46,"PIEN",NA,"LIVE",7.6,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,7.6,0,NA
"NWB262B","NWB262","NWB","Niwot",46,"PIEN",NA,"LIVE",7.6,1,2,"B","Y",1920,1920,1920,2012,NA,NA,NA,"Y",NA,NA,NA,7.6,0,2012
"NWB263A","NWB263","NWB","Niwot",47,"PIEN",NA,"LIVE",6,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,6,2,NA
"NWB263B","NWB263","NWB","Niwot",47,"PIEN",NA,"LIVE",6,1,2,"B","N",1928,1930,1930,2012,NA,NA,NA,"Y",NA,NA,NA,6,2,2012
"NWB264A","NWB264","NWB","Niwot",48,"PIEN",NA,"LIVE",8.7,1,2,"A","Y",1925,1925,1925,2012,NA,NA,NA,"Y",NA,NA,NA,8.7,0,2012
"NWB264B","NWB264","NWB","Niwot",48,"PIEN",NA,"LIVE",8.7,1,2,"B","Y",1925,1925,1925,2012,NA,NA,NA,"Y",NA,NA,NA,8.7,0,2012
"NWB311A","NWB311","NWB","Niwot",49,"PIEN",NA,"LIVE",17.6,1,2,"A","Y",1817,1817,1817,2012,NA,NA,NA,"Y",NA,NA,NA,17.6,0,2012
"NWB311B","NWB311","NWB","Niwot",49,"PIEN",NA,"LIVE",17.6,1,2,"B","Y",1817,1817,1817,2012,NA,NA,NA,"Y",NA,NA,NA,17.6,0,2012
"NWB312A","NWB312","NWB","Niwot",50,"PICO",NA,"LIVE",27.6,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,27.6,6,NA
"NWB312B","NWB312","NWB","Niwot",50,"PICO",NA,"LIVE",27.6,1,2,"B","N",1783,1790,1790,2012,NA,NA,NA,"Y",NA,NA,NA,27.6,7,2012
"NWB313A","NWB313","NWB","Niwot",51,"ABLA",NA,"LIVE",6.7,1,2,"A","N",1861,1862,1862,2012,NA,NA,NA,"Y",NA,NA,NA,6.7,1,2012
"NWB313B","NWB313","NWB","Niwot",51,"ABLA",NA,"LIVE",6.7,1,2,"B","N",1861,1862,1862,2012,NA,NA,NA,"Y",NA,NA,NA,6.7,1,2012
"NWB314A","NWB314","NWB","Niwot",52,"PICO",NA,"LIVE",14.8,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.8,0,NA
"NWB314B","NWB314","NWB","Niwot",52,"PICO",NA,"LIVE",14.8,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.8,0,NA
"NWB321A","NWB321","NWB","Niwot",53,"PIEN",NA,"LIVE",36.8,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,36.8,10,NA
"NWB321B","NWB321","NWB","Niwot",53,"PIEN",NA,"LIVE",36.8,1,2,"B","Y",1814,1814,1814,2012,NA,NA,NA,"Y",NA,NA,NA,36.8,0,2012
"NWB322A","NWB322","NWB","Niwot",54,"PIEN",NA,"LIVE",16.1,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,16.1,0,NA
"NWB322B","NWB322","NWB","Niwot",54,"PIEN",NA,"LIVE",16.1,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,16.1,0,NA
"NWB323A","NWB323","NWB","Niwot",55,"PICO",NA,"LIVE",17,1,2,"A","Y",1929,1929,1929,2012,NA,NA,NA,"Y",NA,NA,NA,17,0,2012
"NWB323B","NWB323","NWB","Niwot",55,"PICO",NA,"LIVE",17,1,2,"B","Y",1929,1929,1929,2012,NA,NA,NA,"Y",NA,NA,NA,17,0,2012
"NWB324A","NWB324","NWB","Niwot",56,"ABLA",NA,"LIVE",12.3,1,2,"A","N",1918,1923,1923,2012,NA,NA,NA,"Y",NA,NA,NA,12.3,5,2012
"NWB324B","NWB324","NWB","Niwot",56,"ABLA",NA,"LIVE",12.3,1,2,"B","N",1917,1922,1922,2012,NA,NA,NA,"Y",NA,NA,NA,12.3,5,2012
"NWB331A","NWB331","NWB","Niwot",57,"ABLA",NA,"LIVE",10.5,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,10.5,1,NA
"NWB331B","NWB331","NWB","Niwot",57,"ABLA",NA,"LIVE",10.5,1,2,"B","N",1931,1932,1932,2012,NA,NA,NA,"Y",NA,NA,NA,10.5,1,2012
"NWB332A","NWB332","NWB","Niwot",58,"ABLA",NA,"DEAD",11.2,1,2,"A","Y",1918,1918,1918,2000,NA,NA,NA,"Y",NA,NA,NA,11.2,0,2000
"NWB332B","NWB332","NWB","Niwot",58,"ABLA",NA,"DEAD",11.2,1,2,"B","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,11.2,0,NA
"NWB333A","NWB333","NWB","Niwot",59,"ABLA",NA,"LIVE",13.5,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,13.5,9,NA
"NWB333B","NWB333","NWB","Niwot",59,"ABLA",NA,"LIVE",13.5,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,13.5,9,NA
"NWB334A","NWB334","NWB","Niwot",60,"ABLA",NA,"LIVE",6.8,1,2,"A","Y",1935,1935,1935,2012,NA,NA,NA,"Y",NA,NA,NA,6.8,0,2012
"NWB334B","NWB334","NWB","Niwot",60,"ABLA",NA,"LIVE",6.8,1,2,"B","Y",1935,1935,1935,2012,NA,NA,NA,"Y",NA,NA,NA,6.8,0,2012
"NWB341A","NWB341","NWB","Niwot",61,"PICO",NA,"LIVE",14.5,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.5,NA,NA
"NWB341B","NWB341","NWB","Niwot",61,"PICO",NA,"LIVE",14.5,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.5,NA,NA
"NWB342A","NWB342","NWB","Niwot",62,"ABLA",NA,"LIVE",17.5,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,17.5,2,NA
"NWB342B","NWB342","NWB","Niwot",62,"ABLA",NA,"LIVE",17.5,1,2,"B","N",1915,1917,1917,2012,NA,NA,NA,"Y",NA,NA,NA,17.5,2,2012
"NWB343A","NWB343","NWB","Niwot",63,"PICO",NA,"LIVE",8.9,1,2,"A","N",1934,1939,1939,2012,NA,NA,NA,"Y",NA,NA,NA,8.9,5,2012
"NWB343B","NWB343","NWB","Niwot",63,"PICO",NA,"LIVE",8.9,1,2,"B","N",1934,1939,1939,2012,NA,NA,NA,"Y",NA,NA,NA,8.9,5,2012
"NWB344A","NWB344","NWB","Niwot",64,"ABLA",NA,"DEAD",13.8,1,2,"A","N",1921,1922,1922,2009,NA,NA,NA,"Y",NA,NA,NA,13.8,1,2009
"NWB344B","NWB344","NWB","Niwot",64,"ABLA",NA,"DEAD",13.8,1,2,"B","N",1921,1922,1922,2004,NA,NA,NA,"Y",NA,NA,NA,13.8,1,2004
"NWB351A","NWB351","NWB","Niwot",65,"ABLA",NA,"LIVE",11.7,1,2,"A","N",1919,1920,1920,2012,NA,NA,NA,"Y",NA,NA,NA,11.7,1,2012
"NWB351B","NWB351","NWB","Niwot",65,"ABLA",NA,"LIVE",11.7,1,2,"B","N",1919,1920,1920,2012,NA,NA,NA,"Y",NA,NA,NA,11.7,1,2012
"NWB352A","NWB352","NWB","Niwot",66,"ABLA",NA,"LIVE",15.4,1,2,"A","Y",1913,1913,1913,2012,NA,NA,NA,"Y",NA,NA,NA,15.4,0,2012
"NWB352B","NWB352","NWB","Niwot",66,"ABLA",NA,"LIVE",15.4,1,2,"B","Y",1913,1913,1913,2012,NA,NA,NA,"Y",NA,NA,NA,15.4,0,2012
"NWB353A","NWB353","NWB","Niwot",67,"PIEN",NA,"LIVE",8.7,1,2,"A","Y",1827,1827,1827,2012,NA,NA,NA,"Y",NA,NA,NA,8.7,0,2012
"NWB353B","NWB353","NWB","Niwot",67,"PIEN",NA,"LIVE",8.7,1,2,"B","Y",1827,1827,1827,2012,NA,NA,NA,"Y",NA,NA,NA,8.7,0,2012
"NWB354A","NWB354","NWB","Niwot",68,"PICO",NA,"LIVE",26.5,1,2,"A","N",NA,1925,1925,2012,NA,NA,NA,"Y",NA,NA,NA,26.5,NA,2012
"NWB354B","NWB354","NWB","Niwot",68,"PICO",NA,"LIVE",26.5,1,2,"B","N",NA,1928,1928,2012,NA,NA,NA,"Y",NA,NA,NA,26.5,NA,2012
"NWB361A","NWB361","NWB","Niwot",69,"PICO",NA,"LIVE",29.3,1,2,"A","N",NA,1855,1855,2012,NA,NA,NA,"Y",NA,NA,NA,29.3,NA,2012
"NWB361B","NWB361","NWB","Niwot",69,"PICO",NA,"LIVE",29.3,1,2,"B","N",NA,1869,1869,2012,NA,NA,NA,"Y",NA,NA,NA,29.3,NA,2012
"NWB362A","NWB362","NWB","Niwot",70,"ABLA",NA,"LIVE",21,1,2,"A","N",1842,1845,1845,2012,NA,NA,NA,"Y",NA,NA,NA,21,3,2012
"NWB362B","NWB362","NWB","Niwot",70,"ABLA",NA,"LIVE",21,1,2,"B","N",1821,1832,1832,2012,NA,NA,NA,"Y",NA,NA,NA,21,11,2012
"NWB363A","NWB363","NWB","Niwot",71,"ABLA",NA,"DEAD",19.6,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,19.6,15,NA
"NWB363B","NWB363","NWB","Niwot",71,"ABLA",NA,"DEAD",19.6,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,19.6,15,NA
"NWB364A","NWB364","NWB","Niwot",72,"ABLA",NA,"LIVE",20.1,1,2,"A","N",1853,1861,1861,2012,NA,NA,NA,"Y",NA,NA,NA,20.1,8,2012
"NWB364B","NWB364","NWB","Niwot",72,"ABLA",NA,"LIVE",20.1,1,2,"B","N",1853,1861,1861,2012,NA,NA,NA,"Y",NA,NA,NA,20.1,8,2012
"NWB411A","NWB411","NWB","Niwot",73,"ABLA",NA,"DEAD",20.5,1,2,"A","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,20.5,1,NA
"NWB411B","NWB411","NWB","Niwot",73,"ABLA",NA,"DEAD",20.5,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,20.5,1,NA
"NWB412A","NWB412","NWB","Niwot",74,"PIEN",NA,"LIVE",21.2,1,2,"A","N",1904,1915,1915,2012,NA,NA,NA,"Y",NA,NA,NA,21.2,11,2012
"NWB412B","NWB412","NWB","Niwot",74,"PIEN",NA,"LIVE",21.2,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,21.2,11,NA
"NWB413A","NWB413","NWB","Niwot",75,"ABLA",NA,"LIVE",12.3,1,2,"A","Y",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,12.3,0,NA
"NWB413B","NWB413","NWB","Niwot",75,"ABLA",NA,"LIVE",12.3,1,2,"B","Y",1921,1921,1921,2012,NA,NA,NA,"Y",NA,NA,NA,12.3,0,2012
"NWB414A","NWB414","NWB","Niwot",76,"ABLA",NA,"LIVE",14.3,1,2,"A","N",1915,1917,1917,2012,NA,NA,NA,"Y",NA,NA,NA,14.3,2,2012
"NWB414B","NWB414","NWB","Niwot",76,"ABLA",NA,"LIVE",14.3,1,2,"B","N",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,14.3,2,NA
"NWB421A","NWB421","NWB","Niwot",77,"ABLA",NA,"LIVE",7.1,1,2,"A","Y",1928,1928,1928,2012,NA,NA,NA,"Y",NA,NA,NA,7.1,0,2012
"NWB421B","NWB421","NWB","Niwot",77,"ABLA",NA,"LIVE",7.1,1,2,"B","Y",1928,1928,1928,2012,NA,NA,NA,"Y",NA,NA,NA,7.1,0,2012
"NWB422A","NWB422","NWB","Niwot",78,"PIEN",NA,"LIVE",29,1,2,"A","N",1798,1811,1811,2012,NA,NA,NA,"Y",NA,NA,NA,29,13,2012
"NWB422B","NWB422","NWB","Niwot",78,"PIEN",NA,"LIVE",29,1,2,"B","N",1800,1815,1815,2012,NA,NA,NA,"Y",NA,NA,NA,29,15,2012
"NWB423A","NWB423","NWB","Niwot",79,"PIEN",NA,"LIVE",17.7,1,2,"A","N",1811,1820,1820,2012,NA,NA,NA,"Y",NA,NA,NA,17.7,9,2012
"NWB423B","NWB423","NWB","Niwot",79,"PIEN",NA,"LIVE",17.7,1,2,"B","N",1811,1820,1820,2012,NA,NA,NA,"Y",NA,NA,NA,17.7,9,2012
"NWB424A","NWB424","NWB","Niwot",80,"PICO",NA,"LIVE",36.8,1,2,"A","N",1799,1807,1807,2012,NA,NA,NA,"Y",NA,NA,NA,36.8,8,2012
"NWB424B","NWB424","NWB","Niwot",80,"PICO",NA,"LIVE",36.8,1,2,"B","N",1792,1807,1807,2012,NA,NA,NA,"Y",NA,NA,NA,36.8,15,2012
"NWB431A","NWB431","NWB","Niwot",81,"PIEN",NA,"LIVE",28.7,1,2,"A","N",1754,1763,1763,2012,NA,NA,NA,"Y",NA,NA,NA,28.7,9,2012
"NWB431B","NWB431","NWB","Niwot",81,"PIEN",NA,"LIVE",28.7,1,2,"B","N",1762,1763,1763,2012,NA,NA,NA,"Y",NA,NA,NA,28.7,1,2012
"NWB432A","NWB432","NWB","Niwot",82,"ABLA",NA,"LIVE",25,1,2,"A","Y",1911,1911,1911,2012,NA,NA,NA,"Y",NA,NA,NA,25,0,2012
"NWB432B","NWB432","NWB","Niwot",82,"ABLA",NA,"LIVE",25,1,2,"B","N",1914,1919,1919,2012,NA,NA,NA,"Y",NA,NA,NA,25,5,2012
"NWB433A","NWB433","NWB","Niwot",83,"ABLA",NA,"LIVE",12.5,1,2,"A","N",1921,1926,1926,2012,NA,NA,NA,"Y",NA,NA,NA,12.5,5,2012
"NWB433B","NWB433","NWB","Niwot",83,"ABLA",NA,"LIVE",12.5,1,2,"B","N",1921,1926,1926,2012,NA,NA,NA,"Y",NA,NA,NA,12.5,5,2012
"NWB434A","NWB434","NWB","Niwot",84,"ABLA",NA,"LIVE",8.7,1,2,"A","N",1906,1921,1921,2012,NA,NA,NA,"Y",NA,NA,NA,8.7,15,2012
